dia;mes;año;Fecha;Regíon;Volcan;Hora reporte;Hora evento;Tipo de evento;ML;DR [cm2];Prof (km);Tiempo en genarar el reporte;Comentarios;Nivel de alerta;REAV y enlace a documento;;;;;;;;;
14;7;2020;14-07-2020;Región de Ñuble;Nevados de Chillán;15:40;15:17;VT;3,2;-;2,7;00:23;-;Amarilla;REAV Región de Ñuble, 14 julio de 2020, 15:40 (Horario Local);;;;;;;;;
15;7;2020;15-07-2020;Región de Ñuble;Nevados de Chillán;19:50;-;-;-;-;-;- ;Equipos GNSS muestran variaciones significativas en los desplazamientos verticales y horizontales, observandose en las estaciones más cercanas un alzamiento entre 2 y 4 cm aprox. durante los ultimos 5 días. A través de imágenes satelitales se reconocen dos morfologías efusivas en el cráter Nicanor: flujo de lava (L5) y flujo de lava (L6), ambos  en dirección norte.;Amarilla;REAV Región de Ñuble, 15 julio de 2020, 19:50 (Horario Local);;;;;;;;;
16;7;2020;16-07-2020;Región de La Araucanía y Los Ríos;Villarrica;02:50;02:22;VT;3,1;-;7,6;00:28;-;Amarilla;REAV Región de La Araucanía y Los Ríos, 16 julio de 2020, 02:50 (Horario Local);;;;;;;;;
20;7;2020;20-07-2020;Región de Ñuble;Nevados de Chillán;21:18;21:04;VT;3,2;-;3,7;00:14;-;Amarilla;REAV Región de Ñuble, 20 julio de 2020, 21:18 (Horario Local);;;;;;;;;
23;7;2020;23-07-2020;Región de Ñuble;Nevados de Chillán;15:00;14:35;VT;3,7;-;2,9;00:25;-;Amarilla;REAV Región de Ñuble, 23 julio de 2020, 15:00 (Horario Local);;;;;;;;;
25;7;2020;25-07-2020;Región de La Araucanía y Los Ríos;Villarrica;19:50;18:07;LP y EX;;73;-;01:43;Señal acústica de 14,7 Pa reducidos. Debido a condiciones meteorológicas no se pudo observar manifestación superficial.;Amarilla;REAV Región de La Araucanía y Los Ríos, 25 julio de 2020, 19:50 (Horario Local);;;;;;;;;
6;8;2020;06-08-2020;Región del Biobío;Copahue;07:25;04:25;-;;-;-;03:00;Se registra un cambio en la actividad superficial, con emisión de gases oscuros que alcanzaron una altura de 1000m. Esto vino acompañado de un aumento en la señal de tipo tremor, con DR entre 1 y 3 cm*cm. ;Amarilla;REAV Región del Biobío, 06 agosto de 2020, 07:25 (Horario Local);;;;;;;;;
7;8;2020;07-08-2020;Región de La Araucanía y Los Ríos;Villarrica;16:15;15:22;LP y EX;;12;-;00:53;La columna de gases tuvo una altura de 370m aprox. Señal acústica de 10 Pa reducidos. Se observa una coloración grisácea.;Amarilla;REAV Región de La Araucanía y Los Ríos, 07 agosto de 2020, 16:15 (Horario Local);;;;;;;;;
8;8;2020;08-08-2020;Región de Ñuble;Nevados de Chillán;13:45;12:48;VT;3,2;-;3,8;00:57;-;Amarilla;REAV Región de Ñuble, 08 agosto de 2020, 13:45 (Horario Local);;;;;;;;;
19;8;2020;19-08-2020;Región de Ñuble;Nevados de Chillán;03:05;02:30;VT;3,8;-;3,7;00:35;-;Amarilla;REAV Región de Ñuble, 19 agosto de 2020, 03:05 (Horario Local);;;;;;;;;
19;8;2020;19-08-2020;Región de Ñuble;Nevados de Chillán;04:40;04:19;VT;3,2;-;6,2;00:21;-;Amarilla;REAV Región de Ñuble, 19 agosto de 2020, 04:40 (Horario Local);;;;;;;;;
5;9;2020;05-09-2020;Región de Ñuble;Nevados de Chillán;10:05;09:31;LP;-;597;0,3;00:34;-;Amarilla;REAV Región de Ñuble, 05 septiembre de 2020, 10:05 (Horario Local);;;;;;;;;
25;9;2020;25-09-2020;Región de La Araucanía y Los Ríos;Villarrica;14:35;13:50;LP y EX;-;15,6;-;00:45;La columna de gases tuvo una altura de 800m aprox. Se observa una emisión de color gris con proyección de balísticos al entorno del cráter.;Amarilla;REAV Región de La Araucanía y Los Ríos, 25 septiembre de 2020, 14:35 (Horario Local);;;;;;;;;
25;9;2020;25-09-2020;Región de La Araucanía y Los Ríos;Villarrica;19:20;18:29;LP y EX;-;11,9;-;00:51;La columna de gases supero el máx de la cámara, con una altura de 450m aprox. Debido a nubosidad en la zona no se pudo observar la cima del volcán.;Amarilla;REAV Región de La Araucanía y Los Ríos, 25 septiembre de 2020, 19:20 (Horario Local);;;;;;;;;
3;10;2020;03-10-2020;Región de Ñuble;Nevados de Chillán;17:30;16:55;LP;-;526;0,6;00:35;Condiciones meteorológicas impidieron ver el cráter del volcán.;Amarilla;REAV Región de Ñuble, 03 octubre de 2020, 17:30 (Horario Local);;;;;;;;;
4;10;2020;04-10-2020;Región de La Araucanía y Los Ríos;Villarrica;12:55;11:30;LP y EX;-;14;-;01:25;La columna de M.P supero el máx de la cámara, con una altura de 450m aprox. ;Amarilla;REAV Región de La Araucanía y Los Ríos, 04 octubre de 2020, 12:55 (Horario Local);;;;;;;;;
5;10;2020;05-10-2020;Región de La Araucanía y Los Ríos;Villarrica;14:20;13:47;LP y EX;-;35;-;00:33;Se observan dos eventos explosivos en un lapso de 4 minutos. El evento mayor registro una altura de 400m sobre el cráter.;Amarilla;REAV Región de La Araucanía y Los Ríos, 05 octubre de 2020, 14:20 (Horario Local);;;;;;;;;
15;10;2020;15-10-2020;Región de La Araucanía y Los Ríos;Villarrica;09:56;08:04;LP y EX;-;111    5,5;-;01:52;Se registran dos explosiones, la mayor a las 5:34 UTC de 111 cm*cm, observandose incandescencia desde las cámaras. En horas de la mañana se observa una coloración gris en la ladera Este del volcán, la que se asocia al material expulsado en la explosión. La segunda explosión tuvo un DR de 5,5 cm*cm y genero una altura de columna de M.P. que sobrepaso la imagen de la cámara (450m);Amarilla;REAV Región de La Araucanía y Los Ríos, 15 octubre de 2020, 09:56 (Horario Local);;;;;;;;;
20;10;2020;20-10-2020;Región de La Araucanía y Los Ríos;Villarrica;18:00;17:22;LP y EX;-;7,4;-;00:38;La columna de M.P. tuvo una altura de 240m y se disperso hacia el S. Evento tuvo una señal acústica de 2 Pa reducidos.;Amarilla;REAV Región de La Araucanía y Los Ríos, 20 octubre de 2020, 18:00 (Horario Local);;;;;;;;;
23;10;2020;23-10-2020;Región de La Araucanía y Los Ríos;Villarrica;11:20;10:41;LP y EX;-;4,1;-;00:39;La columna de M.P. tuvo una altura de 180m y se disperso hacia el E. ;Amarilla;REAV Región de La Araucanía y Los Ríos, 23 octubre de 2020, 11:20 (Horario Local);;;;;;;;;
24;10;2020;24-10-2020;Región de La Araucanía y Los Ríos;Villarrica;19:00;18:44;LP ;-;49;-;00:16;Condiciones meteorológicas impidieron ver el cráter del volcán. Evento tuvo una señal acústica inferior a 1 Pa reducido.;Amarilla;REAV Región de La Araucanía y Los Ríos, 24 octubre de 2020, 19:00 (Horario Local);;;;;;;;;
29;10;2020;29-10-2020;Región de Ñuble;Nevados de Chillán;12:28;11:55;LP y EX;-;621;0,1;00:33;La columna de M.P. tuvo una altura de 360m y se disperso hacia el SO. ;Amarilla;REAV Región de Ñuble, 29 octubre de 2020, 12:28 (Horario Local);;;;;;;;;
5;11;2020;05-11-2020;Región de La Araucanía y Los Ríos;Villarrica;15:10;14:42;EX;-;-;-;00:28;La columna de M.P. tuvo una altura de 100m y se disperso hacia el NO. Pulso no tuvo señal sísmica asociada;Amarilla;REAV Región de La Araucanía y Los Ríos, 05 noviembre de 2020, 15:10 (Horario Local);;;;;;;;;
6;11;2020;06-11-2020;Región de La Araucanía y Los Ríos;Villarrica;08:20;07:57;EX;-;-;-;00:23;Se registran dos pulsos de MP, a las 7:57 y 8:08. La columna de gases alcanzo una altura de 350m y se disperso hacia el NO Pulsos no tuvieron señal sísmica asociada;Amarilla;REAV Región de La Araucanía y Los Ríos, 06 noviembre de 2020, 08:20 (Horario Local);;;;;;;;;
6;11;2020;06-11-2020;Región de La Araucanía y Los Ríos;Villarrica;14:30;14:12;EX;-;-;-;00:18;La columna de M.P. tuvo una altura de 250m y se disperso hacia el NO. Pulso no tuvo señal sísmica asociada;Amarilla;REAV Región de La Araucanía y Los Ríos, 06 noviembre de 2020, 14:30 (Horario Local);;;;;;;;;
8;11;2020;08-11-2020;Región de La Araucanía y Los Ríos;Villarrica;01:30;00:51;EX;-;-;-;00:39;La columna incandescente tuvo una altura de 220m. Pulso no tuvo señal sísmica asociada;Amarilla;REAV Región de La Araucanía y Los Ríos, 08 noviembre de 2020, 01:30 (Horario Local);;;;;;;;;
10;11;2020;10-11-2020;Región de La Araucanía y Los Ríos;Villarrica;16:30;15:14;EX;-;3,9;-;01:16;Evento asociado al tremor continuo. La columna de M.P. tuvo una altura de 320m y se disperso hacia el SSO. ;Amarilla;REAV Región de La Araucanía y Los Ríos, 10 noviembre de 2020, 16:30 (Horario Local);;;;;;;;;
17;11;2020;17-11-2020;Región del Maule;Planchón-Peteroa;21:00;20:25;VT;3,3;-;4,7;00:35;-;Verde;REAV Región del Maule, 17 noviembre de 2020, 21:00 (Horario Local);;;;;;;;;
2;12;2020;02-12-2020;Región de Los Ríos;Puyehue-Cordón Caulle;00:55;23:59;VT;3,2;-;3,5;00:56;-;Verde;REAV Región de Los Ríos, 02 diciembre de 2020, 00:55 (Horario Local);;;;;;;;;
5;12;2020;05-12-2020;Región de La Araucanía y Los Ríos;Villarrica;19:50;18:44;LP y EX;-;8,3;-;01:06;La columna de M.P. tuvo una altura de 160 m y se disperso hacia el SSE;Amarilla;REAV Región de La Araucanía y Los Ríos, 05 diciembre de 2020, 19:50 (Horario Local);;;;;;;;;
9;12;2020;09-12-2020;Región de Ñuble;Nevados de Chillán;00:50;00:19;VT;3;-;4,3;00:31;-;Amarilla;REAV Región de Ñuble, 09 diciembre de 2020, 00:50 (Horario Local);;;;;;;;;
10;12;2020;10-12-2020;Región de Aysén;Hudson;09:40;09:14;VT;3,1;-;4,7;00:26;-;Amarilla;REAV Región de Aysén, 10 diciembre de 2020, 09:40 (Horario Local);;;;;;;;;
10;12;2020;10-12-2020;Región de Los Ríos;Puyehue-Cordón Caulle;21:40;-;-;-;-;-;- ;Mediante imágenes sentinel del día 9 de diciembre, se observa una morfologia con una textura similar al flujo de lava emitido en 2011-2012, ubicado a 400 m al ESE del centro de emisión. Este cuerpo carece de emisividad térmica y no habia sido observada en imágenes anteriores. Las lineas de GNSS dan cuenta de un proceso inflacionario con tasas de alzamiento vertical maximas de 0.9 cm/mes, y de 1.1 cm/mes en la linea de control. En cuanto a la sismicidad, el día 9 se registraron dos disparicos sísmicos de actividad VT de baja enegía, con una ML máx de 1.0 ;Verde;REAV Región de Los Ríos, 10 diciembre de 2020, 21:40 (Horario Local);;;;;;;;;
16;12;2020;16-12-2020;Región de La Araucanía y Los Ríos;Villarrica;12:45;11:46;LP y EX;-;3,8;-;00:59;Se registran dos pulsos de MP asociados a eventos LP, a las 11:46 y 11:56. La columna de gases alcanzo una altura de 280m y se disperso hacia el NE.;Amarilla;REAV Región de La Araucanía y Los Ríos, 16 diciembre de 2020, 12:45 (Horario Local);;;;;;;;;
17;12;2020;17-12-2020;Región de La Araucanía y Los Ríos;Villarrica;17:50;17:16;LP y EX;-;7,7;-;00:34;La columna de M.P. tuvo una altura de 720 m y se disperso hacia el ESE;Amarilla;REAV Región de La Araucanía y Los Ríos, 17 diciembre de 2020, 17:50 (Horario Local);;;;;;;;;
20;12;2020;20-12-2020;Región de Ñuble;Nevados de Chillán;19:10;18:49;VT;3,4;-;3,6;00:21;-;Amarilla;REAV Región de Ñuble, 20 diciembre de 2020, 19:10 (Horario Local);;;;;;;;;
1;1;2021;01-01-2021;Región de Ñuble;Nevados de Chillán;11:30;10:43;VT;3,7;-;3,4;00:47;-;Amarilla;REAV Región de Ñuble, 01 enero de 2021, 11:30 (Horario Local);;;;;;;;;
4;1;2021;04-01-2021;Región de Ñuble;Nevados de Chillán;13:30;13:03;VT;4,3;-;3,7;00:27;-;Amarilla;REAV Región de Ñuble, 04 enero de 2021, 13:30 (Horario Local);;;;;;;;;
6;1;2021;06-01-2021;Región de Aysén;Hudson;10:45;10:14;VT;3;-;4,1;00:31;-;Amarilla;REAV Región de Aysén, 06 enero de 2021, 10:45 (Horario Local);;;;;;;;;
7;1;2021;07-01-2021;Región de Ñuble;Nevados de Chillán;06:15;05:55;VT;3,5;-;1,5;00:20;-;Amarilla;REAV Región de Ñuble, 07 enero de 2021, 06:15 (Horario Local);;;;;;;;;
14;1;2021;14-01-2021;Región de Ñuble;Nevados de Chillán;15:10;14:41;VT;3,1;-;3,9;00:29;-;Amarilla;REAV Región de Ñuble, 14 enero de 2021, 15:10 (Horario Local);;;;;;;;;
16;1;2021;16-01-2021;Región de Ñuble;Nevados de Chillán;17:10;16:38;VT;3,4;-;3,2;00:32;-;Amarilla;REAV Región de Ñuble, 16 enero de 2021, 17:10 (Horario Local);;;;;;;;;
3;2;2021;03-02-2021;Región de Ñuble;Nevados de Chillán;18:38;16:02;VT;3,1;-;3,7;02:36;-;Amarilla;REAV Región de Ñuble, 03 febrero de 2021, 18:38 (Horario Local);;;;;;;;;
11;2;2021;11-02-2021;Región de Ñuble;Nevados de Chillán;17:30;17:16;VT;3,6;-;3,4;00:14;-;Amarilla;REAV Región de Ñuble, 11 febrero de 2021, 17:30 (Horario Local);;;;;;;;;
15;2;2021;15-02-2021;Región del Maule;Laguna del Maule;23:45;23:10;VT;3,3;-;2;00:35;Previo al sismo, se registra un disparo sísmico de 35 eventos VT. Posterior a éste se sigue registrando sismicidad de menor magnitud.;Verde;REAV Región del Maule, 15 febrero de 2021, 23:45 (Horario Local);;;;;;;;;
16;2;2021;16-02-2021;Región del Maule;Laguna del Maule;08:20;07:48;VT;3,3;-;1,6;00:32;Posterior al sismo se registran 25 eventos VT de menor magnitud.;Verde;REAV Región del Maule, 16 febrero de 2021, 08:20 (Horario Local);;;;;;;;;
18;2;2021;18-02-2021;Región del Biobío;Copahue;02:30;01:56;VT;3,4;-;5,4;00:34;Posterior al sismo se registran 4 eventos VT de menor magnitud.;Verde;REAV Región del Biobío, 18 febrero de 2021, 02:30 (Horario Local);;;;;;;;;
22;2;2021;22-02-2021;Región de Ñuble;Nevados de Chillán;01:40;00:30;VT;3;-;3,3;01:10;-;Amarilla;REAV Región de Ñuble, 22 febrero de 2021, 01:40 (Horario Local);;;;;;;;;
22;2;2021;22-02-2021;Región de Ñuble;Nevados de Chillán;11:45;11:21;LP y EX;-;578;0,7;00:24;La columna de gases tuvo una altura de 560m aprox. Señal acústica de 0,7 Pa reducidos. La columna se disperso hacia el SO;Amarilla;REAV Región de Ñuble, 22 febrero de 2021, 11:45 (Horario Local);;;;;;;;;
28;2;2021;28-02-2021;Región de Aysén;Hudson;23:35;22:34;HB;4,9;55.396;0,5;01:01;Posterior al sismo se registra un enjambre de sismicidad VT e HB de menor energía. No se observan anomalías en cámaras IP;Amarilla;REAV Región de Aysén, 28 febrero de 2021, 23:35 (Horario Local);;;;;;;;;
1;3;2021;01-03-2021;Región de Aysén;Hudson;01:00;23:59;VT;3;-;5,8;01:01;Posterior al sismo se continua observando sismos VT e HB de menor energía. No se observan anomalías en cámaras IP. Además, el sismo HB reportado anteriormente fue relocalizado, obteniendose una ML final igual a 4.4 con una profundidad de 3.7 km.;Amarilla;REAV Región de Aysén, 01 marzo de 2021, 01:00 (Horario Local);;;;;;;;;
22;3;2021;22-03-2021;Región de Ñuble;Nevados de Chillán;11:40;11:16;VT;3,3;-;4;00:24;-;Amarilla;REAV Región de Ñuble, 22 marzo de 2021, 11:40 (Horario Local);;;;;;;;;
5;4;2021;05-04-2021;Región de Ñuble;Nevados de Chillán;15:00;14:22;LP;-;514;1,7;00:38;La columna de M.P. tuvo una altura de 80 m y se disperso hacia el SO. Posterior al sismo se registra un disparo sísmico de 22 eventos VT, donde el mayor tuvo una ML igual a 2.2 y se localizó a 3 km al ONO del cráter, a una profundidad de 3.8 km.;Amarilla;REAV Región de Ñuble, 05 abril de 2021, 15:00 (Horario Local);;;;;;;;;
6;4;2021;06-04-2021;Región de Ñuble;Nevados de Chillán;11:40;11:22;VT;4,1;-;3,8;00:18;-;Amarilla;REAV Región de Ñuble, 06 abril de 2021, 11:40 (Horario Local);;;;;;;;;
15;4;2021;15-04-2021;Región del Maule;Laguna del Maule;06:25;05:09;HB;3;1703;7,6;01:16;Previo y posterior al sismo se registran eventos de menor energía con caracteristicas similares;Amarilla;REAV Región del Maule, 15 abril de 2021, 06:25 (Horario Local);;;;;;;;;
2;5;2021;02-05-2021;Región de Ñuble;Nevados de Chillán;13:55;13:23;LP y EX;-;516;-;00:32;Condiciones meteorológicas impidieron ver el cráter del volcán. Señal acústica de 0.98 Pa reducidos. ;Amarilla;REAV Región de Ñuble, 02 mayo de 2021, 13:55 (Horario Local);;;;;;;;;
2;5;2021;02-05-2021;Región de Ñuble;Nevados de Chillán;14:32;14:08;LP y EX;-;556;-;00:24;Condiciones meteorológicas impidieron ver el cráter del volcán. Señal acústica de 2.16 Pa reducidos. ;Amarilla;REAV Región de Ñuble, 02 mayo de 2021, 14:32 (Horario Local);;;;;;;;;
2;5;2021;02-05-2021;Región de Ñuble;Nevados de Chillán;17:15;16:59;LP y EX;-;553;-;00:16;Condiciones meteorológicas impidieron ver el cráter del volcán. Señal acústica de 2.67 Pa reducidos. ;Amarilla;REAV Región de Ñuble, 02 mayo de 2021, 17:15 (Horario Local);;;;;;;;;
4;5;2021;04-05-2021;Región de Ñuble;Nevados de Chillán;12:15;11:24;LP y EX;-;552;-;00:51;La columna de gases tuvo una altura de 200m aprox, disparsandose hacia el SO. Señal acústica de 2.09 Pa reducidos.;Amarilla;REAV Región de Ñuble, 04 mayo de 2021, 12:15 (Horario Local);;;;;;;;;
5;5;2021;05-05-2021;Región de Ñuble;Nevados de Chillán;16:40;16:10;LP y EX;-;504;0,3;00:30;La columna de gases tuvo una altura de 320m aprox, disparsandose hacia el SO. Señal acústica de 3.63 Pa reducidos.;;REAV Región de Ñuble, 05 mayo de 2021, 16:40 (Horario Local);;;;;;;;;
5;5;2021;05-05-2021;Región de Ñuble;Nevados de Chillán;18:40;-;-;-;-;-;- ;Desde el día 2 de mayo se ha observado un aumento en el nivel y ocurrencia de las explosiones, llegando a niveles energéticos alcanzados durante el año 2019. Mediante cámaras IP se observa la extrusión de un nuevo flujo de lava (L6) de forma lobular en dirección NE, estimandose un avance de 100m desde el borde del cráter y una temperatura máxima de 278°C. Además, se observa otro nucleo de calor adyacente a L5, con una temperatura de 307°C. Se espera caracterizar e interpretar este cuerpo en los días siguientes. Por otro lado, se ha observado un aumento en las tasas de SO2 desde marzo de 2021, alcanzando valores máximos de 1800 t/d y un aumento en la recurrencia de las anomalías térmicas con un máximo de 29 MW. Mediante la red geodésica se observa una tasa máxima de inflación de 0.8 cm/mes desde el 27 de marzo.;Amarilla;REAV Región de Ñuble, 05 mayo de 2021, 18:40 (Horario Local);;;;;;;;;
8;5;2021;08-05-2021;Región de Ñuble;Nevados de Chillán;17:05;16:34;LP y EX;-;526;2,1;00:31;Condiciones meteorológicas impidieron ver el cráter del volcán. Señal acústica de 4.45 Pa reducidos. ;Amarilla;REAV Región de Ñuble, 08 mayo de 2021, 17:05 (Horario Local);;;;;;;;;
9;5;2021;09-05-2021;Región de Ñuble;Nevados de Chillán;11:15;10:24;LP y EX;-;512;2;00:51;La columna de gases tuvo una altura de 1200m aprox, disparsandose hacia el N. Señal acústica de 2 Pa reducidos.;Amarilla;REAV Región de Ñuble, 09 mayo de 2021, 11:15 (Horario Local);;;;;;;;;
9;5;2021;09-05-2021;Región de Ñuble;Nevados de Chillán;12:10;11:17;LP y EX;-;568;2,3;00:53;La columna de gases tuvo una altura de 500m aprox, disparsandose hacia el N. Señal acústica de 1.4 Pa reducidos.;Amarilla;REAV Región de Ñuble, 09 mayo de 2021, 12:10 (Horario Local);;;;;;;;;
11;5;2021;11-05-2021;Región de Los Ríos;Mocho-Choshuenco;22:05;21:24;VT;3;-;4,3;00:41;Se registran otros dos eventos VT de menor energía.;verde;REAV Región de Los Ríos, 11 mayo de 2021, 22:05 (Horario Local);;;;;;;;;
